2200.00,410.00
5000.00,1000.00
1200.00,170.00
165.00,30.00
5500.00,700.00
5200.00,700.00
5800.00,900.00
4600.00,600.00
870.00,110.00
1700.00,190.00
1500.00,150.00
2500.00,190.00
780.00,130.00
5000.00,450.00
5200.00,520.00
3800.00,380.00
6300.00,590.00
3800.00,630.00
4800.00,650.00
4000.00,450.00
4600.00,300.00
3100.00,360.00
6300.00,620.00
3300.00,380.00
4600.00,370.00
2100.00,190.00
830.00,90.00
1700.00,160.00
6800.00,440.00
2400.00,180.00
3300.00,400.00
420.00,145.00
3800.00,600.00
3300.00,580.00
200.00,40.00
2600.00,480.00
1300.00,230.00
1700.00,170.00
1200.00,190.00
2500.00,430.00
1600.00,440.00
860.00,110.00
340.00,160.00
910.00,160.00
220.00,30.00
3100.00,490.00
2000.00,270.00
1000.00,210.00
780.00,120.00
2200.00,450.00
930.00,160.00
3600.00,460.00
1400.00,300.00
1500.00,140.00
1400.00,190.00
4000.00,530.00
3000.00,700.00
500.00,180.00
2100.00,900.00
300.00,130.00
4000.00,450.00
3750.00,650.00
4000.00,700.00
860.00,80.00
1900.00,180.00
2200.00,330.00
2000.00,290.00
3400.00,400.00
800.00,90.00
870.00,90.00
680.00,110.00
2900.00,290.00
800.00,100.00
1800.00,340.00
1200.00,140.00
370.00,70.00
3600.00,300.00
4200.00,410.00
3100.00,340.00
2200.00,260.00
5100.00,430.00
2600.00,370.00
1600.00,150.00
2100.00,140.00
1100.00,80.00
3400.00,510.00
1700.00,650.00
750.00,320.00
580.00,250.00
700.00,330.00
3300.00,450.00
1000.00,200.00
700.00,200.00
1600.00,370.00
1850.00,400.00
1700.00,390.00
1500.00,370.00
1900.00,390.00
520.00,130.00
2200.00,440.00
1300.00,350.00
920.00,120.00
350.00,120.00
630.00,120.00
1000.00,170.00
940.00,110.00
1300.00,220.00
1900.00,430.00
840.00,130.00
250.00,60.00
270.00,30.00
1100.00,150.00
580.00,110.00
1500.00,240.00
130.00,30.00
1700.00,440.00
740.00,110.00
1500.00,310.00
840.00,140.00
1400.00,240.00
430.00,90.00
240.00,70.00
450.00,90.00
2300.00,450.00
990.00,130.00
2000.00,430.00
1100.00,160.00
430.00,100.00
2700.00,420.00
1500.00,320.00
970.00,140.00
1800.00,420.00
2500.00,470.00
460.00,120.00
630.00,110.00
270.00,90.00
310.00,60.00
1900.00,420.00
1200.00,400.00
1900.00,200.00
1100.00,180.00
690.00,70.00
1000.00,110.00
500.00,140.00
2800.00,300.00
3900.00,430.00
5200.00,460.00
1100.00,100.00
670.00,110.00
1900.00,180.00
2400.00,300.00
1800.00,220.00
4200.00,410.00
1000.00,130.00
1500.00,190.00
4600.00,390.00
1300.00,110.00
1900.00,420.00
300.00,100.00
1300.00,300.00
1800.00,440.00
1500.00,250.00
360.00,90.00
260.00,60.00
2200.00,400.00
420.00,90.00
720.00,120.00
1500.00,300.00
650.00,100.00
590.00,110.00
960.00,200.00
1100.00,140.00
1100.00,250.00
2300.00,360.00
220.00,50.00
1100.00,180.00
570.00,100.00
550.00,90.00
1800.00,350.00
1000.00,250.00
650.00,100.00
1400.00,150.00
1300.00,210.00
460.00,90.00
670.00,110.00
2400.00,390.00
2700.00,470.00
1100.00,140.00
1200.00,170.00
1200.00,160.00
1400.00,300.00
2200.00,350.00
210.00,50.00
1700.00,400.00
1900.00,360.00
300.00,70.00
970.00,140.00
1600.00,240.00
720.00,100.00
480.00,140.00
1400.00,420.00
1000.00,260.00
520.00,170.00
960.00,180.00
870.00,210.00
850.00,260.00
670.00,210.00
620.00,170.00
180.00,90.00
150.00,50.00
1600.00,220.00
970.00,210.00
180.00,60.00
1000.00,110.00
850.00,100.00
330.00,80.00
1200.00,410.00
430.00,80.00
660.00,120.00
960.00,160.00
840.00,230.00
1100.00,200.00
970.00,140.00
110.00,30.00
520.00,140.00
1200.00,330.00
560.00,110.00
2300.00,500.00
440.00,70.00
280.00,70.00
200.00,60.00
420.00,70.00
200.00,30.00
630.00,190.00
1500.00,220.00
330.00,80.00
370.00,80.00
1300.00,210.00
1200.00,310.00
890.00,100.00
700.00,350.00
620.00,110.00
520.00,90.00
570.00,100.00
100.00,30.00
630.00,80.00
1100.00,170.00
1700.00,380.00
330.00,80.00
450.00,50.00
230.00,70.00
930.00,120.00
1200.00,120.00
1300.00,190.00
470.00,100.00
1500.00,350.00
1500.00,270.00
270.00,20.00
830.00,280.00
1100.00,230.00
1300.00,320.00
710.00,130.00
1500.00,330.00
1900.00,430.00
310.00,70.00
1800.00,360.00
1000.00,160.00
840.00,210.00
300.00,90.00
740.00,240.00
470.00,80.00
1000.00,300.00
800.00,150.00
330.00,80.00
260.00,50.00
1300.00,230.00
1700.00,370.00
2000.00,310.00
1000.00,50.00
240.00,60.00
290.00,60.00
430.00,130.00
400.00,100.00
1300.00,270.00
470.00,150.00
150.00,20.00
1000.00,310.00
610.00,90.00
360.00,70.00
660.00,190.00
240.00,70.00
420.00,110.00
770.00,140.00
890.00,350.00
950.00,430.00
1300.00,350.00
880.00,270.00
560.00,80.00
1000.00,220.00
1400.00,330.00
880.00,300.00
270.00,50.00
1200.00,390.00
1000.00,210.00
1300.00,340.00
1500.00,350.00
770.00,160.00
530.00,120.00
1400.00,270.00
550.00,160.00
50.00,20.00
530.00,190.00
1000.00,260.00
990.00,210.00
770.00,140.00
830.00,330.00
530.00,90.00
750.00,160.00
1100.00,260.00
240.00,50.00
1200.00,250.00
160.00,40.00
930.00,230.00
390.00,110.00
570.00,70.00
530.00,160.00
660.00,200.00
220.00,40.00
960.00,420.00
1200.00,400.00
200.00,50.00
1400.00,240.00
1600.00,420.00
510.00,220.00
570.00,100.00
580.00,200.00
980.00,300.00
1300.00,330.00
1600.00,300.00
700.00,350.00
900.00,300.00
300.00,60.00
2000.00,450.00
720.00,50.00
840.00,120.00
2100.00,240.00
280.00,30.00
400.00,40.00
400.00,50.00
2100.00,300.00
1100.00,220.00
1200.00,270.00
730.00,60.00
1300.00,290.00
630.00,160.00
1000.00,100.00
2200.00,240.00
450.00,50.00
1400.00,320.00
1600.00,280.00
1700.00,220.00
2700.00,310.00
970.00,190.00
1900.00,170.00
2100.00,300.00
1600.00,200.00
480.00,70.00
1100.00,150.00
740.00,80.00
860.00,220.00
1100.00,110.00
460.00,50.00
